original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
klimapolemik,polemik,polemik,f,"['klimapolemiken', 'klimapolemik']",action,['eine Kontroverse (insbesondere über einen Glauben oder ein Dogma)'],[],,,,Counter({'EIKE': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimapolemik, die
Der Begriff ""Klimapolemik"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapolemik"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
klimapopulismus,populismus,populismus,m,['klimapopulismus'],abstraction,"['die politische Doktrin, die die Rechte und Befugnisse des einfachen Volkes in seinem Kampf gegen die privilegierte Elite unterstützt']",[],,,,Counter({'FAZ': 1}),,Counter(),,1.0,,,0,1,0.0,0.0,[],[],neutral,der,"Klimapopulismus, der
Der Begriff ""Klimapopulismus"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapopulismus"" erfolgt die Nennung folgender Organisation(en): FAZ (Skeptiker Korpus)."
klimaprediger,prediger,prediger,m,"['klimaprediger', 'klimapredigers', 'klimapredigern']",person,"['eine Person, die befugt ist, religiöse Gottesdienste zu halten']",['demagoge'],,,Counter({'Mojib Latif': 1}),Counter({'SPIEGEL': 1}),,Counter(),,0.0,,Fremdzuschreibung,0,3,0.0,0.0300764987421918,[],"['Land', 'Gouverneur']",neutral,der,"Klimaprediger, der
Der Begriff ""Klimaprediger"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprediger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Mojib Latif. Im Kontext von ""Klimaprediger"" erfolgt die Nennung folgender Organisation(en): SPIEGEL (Skeptiker Korpus).

Siehe auch: Klimademagoge
Häufige Kollokationen: 'Land', 'Gouverneur' (Skeptiker) "
klimapresse,presse,presse,f,"['klimapresse', 'klimapressen']",abstraction,"['ein hohes Möbelstück, das Stauraum für Kleidung bietet; hat eine Tür und Schienen oder Haken zum Aufhängen von Kleidung', 'ein Medium zur Verbreitung von Druckerzeugnissen', 'die Printmedien, die für die Sammlung und Veröffentlichung von Nachrichten in Form von Zeitungen oder Zeitschriften zuständig sind']",[],,,,Counter({'Daimler': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimapresse, die
Der Begriff ""Klimapresse"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapresse"" erfolgt die Nennung folgender Organisation(en): Daimler (Skeptiker Korpus)."
klimaprofessor,professor,professor,m,"['klimaprofessors', 'klimaprofessoren', 'klimaprofessor']",person,"['jemand, der Mitglied des Lehrkörpers einer Hochschule oder Universität ist']",[],,,"Counter({'Angela Merkel': 1, 'Peter Altmeier': 1, 'Harald Lesch': 1})","Counter({'EIKE': 2, 'FDP': 1, 'ZDF': 1, 'PIK': 1, 'NASA': 1, 'PAGES': 1, 'WUWT': 1, 'NOAA': 1})",,"Counter({'selbst': 1, 'ökokatastrophal': 1})",,0.0,,Fremdzuschreibung,0,4,0.0,0.0464972214860532,[],"['Wärmeinseleffekt', 'plaudern']",neutral,der,"Klimaprofessor, der
Der Begriff ""Klimaprofessor"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.05 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprofessor"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Peter Altmeier. Im Kontext von ""Klimaprofessor"" erfolgt die Nennung folgender Organisation(en): EIKE, FDP (Skeptiker Korpus).
Häufige Kollokationen: 'plaudern', 'Wärmeinseleffekt' (Skeptiker) "
klimaprofiteur,profiteur,profiteur,m,"['klimaprofiteurs', 'klimaprofiteur', 'klimaprofiteure', 'klimaprofiteuren']",person,"['jemand, der übermäßige Gewinne erzielt (insbesondere bei knappen Gütern)', 'ein Aufseher von Sklaven bei der Arbeit']",[],,,"Counter({'Chris Masters': 1, 'Michael Bastasch': 1, 'Paul Barry': 1})","Counter({'Clean Energy Council': 1, 'STT': 1, 'EE Industrie': 1})",,Counter(),,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],neutral,der,"Klimaprofiteur, der
Der Begriff ""Klimaprofiteur"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprofiteur"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Chris Masters und Michael Bastasch. Im Kontext von ""Klimaprofiteur"" erfolgt die Nennung folgender Organisation(en): Clean Energy Council, STT (Skeptiker Korpus)."
klimapropaganda,propaganda,propaganda,f,['klimapropaganda'],abstraction,"['eine irreführende Unwahrheit', 'leidenschaftliche Appelle an die Vorurteile und Gefühle der Bevölkerung']","['propaganda', 'propagandist', 'propaganda', 'propagandafilm']",,,"Counter({'Donald Trump': 2, 'Angela Merkel': 2, 'Marc Morano': 1, 'Greta Thunberg': 1, 'Stefan Rahmstorf': 1, 'Harald Lesch': 1, 'Bärbel Höhn': 1, 'Tony Heller': 1, 'Barbara Hendricks': 1, 'Judith Curry': 1, 'Ted Turner': 1, 'Volker Quaschning': 1, 'Axel Bojanowski': 1})","Counter({'PIK': 2, 'ARD': 2, 'EIKE': 2, 'Greenpeace': 1, 'NASA': 1, 'National Oceanic and Atmospheric Administration': 1, 'National Science Foundation': 1, 'NOAA': 1, 'Exxon': 1, 'Weltgesundheitsorganisation': 1, 'SternReport': 1, 'SWR': 1, 'BdW': 1, 'katholischen Kirche': 1})",,"Counter({'erschreckend': 1, 'angetrieben': 1, 'grün': 1, 'konsequent': 1, 'wohl': 1, 'üblich': 1, 'sinngemäß': 1, 'gelungen': 1, 'gut': 1, 'wieder': 1})",,0.0,,,0,11,0.0,0.128111024584786,[],[],neutral,die,"Klimapropaganda, die
Der Begriff ""Klimapropaganda"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 11 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.13 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump und Angela Merkel. Im Kontext von ""Klimapropaganda"" erfolgt die Nennung folgender Organisation(en): PIK, ARD (Skeptiker Korpus).

Siehe auch: Klimapropagandafilm, Klimapropagandist"
klimapropagandafilm,propagandafilm,propagandafilm,m,"['klimapropagandafilms', 'klimapropagandafilmes', 'klimapropagandafilmen', 'klimapropagandafilme', 'klimapropagandafilm']",abstraction,[],"['propagandafilm', 'propagandist']",,,Counter({'Donald Trump': 1}),"Counter({'EIKE': 1, 'ARD': 1, 'SWR': 1})",,"Counter({'sinngemäß': 1, 'gelungen': 1})",,0.0,,,0,2,0.0,0.0191856694893927,[],[],neutral,der,"Klimapropagandafilm, der
Der Begriff ""Klimapropagandafilm"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump. Im Kontext von ""Klimapropagandafilm"" erfolgt die Nennung folgender Organisation(en): EIKE, ARD (Skeptiker Korpus).

Siehe auch: Klimapropagandist"
klimapropagandist,propagandist,propagandist,m,"['klimapropagandisten', 'klimapropagandist']",person,"['jemand, der sich aufdrängt oder vordrängt', 'eine Person, die Botschaften verbreitet, um eine Sache oder eine Regierung zu unterstützen']","['propaganda', 'propagandist', 'propagandist', 'propagandafilm']",,,"Counter({'Michael Mann': 1, 'Michael Limburg': 1, 'Barack Obama': 1, 'Volker Quaschning': 1})",,,"Counter({'handelnd': 1, 'dummer': 1, 'nur': 1, 'aber': 1, 'dafür': 1, 'erfolgreich': 1, 'höchst': 1})",,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],neutral,der,"Klimapropagandist, der
Der Begriff ""Klimapropagandist"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimapropagandist"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Mann und Michael Limburg.

Siehe auch: Klimapropagandafilm, Klimapropaganda"
klimaprotestler,protestler,protestler,m,"['klimaprotestlern', 'klimaprotestler', 'klimaprotestlers']",person,"['jemand, der sich an einer öffentlichen Demonstration von Gruppengefühlen beteiligt', None]",[],,,,Counter({'IEA': 1}),,Counter(),,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,der,"Klimaprotestler, der
Der Begriff ""Klimaprotestler"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprotestler"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaprotestler"" erfolgt die Nennung folgender Organisation(en): IEA (Skeptiker Korpus)."
klimapseudowissenschaft,pseudowissenschaft,pseudowissenschaft,f,"['klimapseudowissenschaften', 'klimapseudowissenschaft']",abstraction,"['eine Tätigkeit, die der Wissenschaft ähnelt, aber auf falschen Annahmen beruht']",[],,,,,,Counter({'politisiert': 1}),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimapseudowissenschaft, die
Der Begriff ""Klimapseudowissenschaft"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimapäckchen,päckchen,päckchen,n,"['klimapäckchen', 'klimapäckchens']",abstraction,"['die in einer Schachtel enthaltene Menge', 'ein kleines Päckchen oder Bündel']",[],"Counter({'Angela Merkel': 2, 'Jürgen Liebenstein': 1, 'Vanessa Nakate': 1, 'Rudi Dutschke': 1, 'Greta Thunberg': 1, 'Olof Palme': 1, 'Franz Schütz': 1, 'Yannick Passeick': 1})","Counter({'FFF': 2, 'Die Grünen': 2, 'DUH': 1, 'AFD': 1, 'Bundestag.de': 1, 'Europäische Bürger': 1, 'ECI for Future': 1, 'KGS Schneverdingen': 1, 'BSW Warburg': 1, 'ZIB': 1, 'Gymnasium Kempten': 1, 'CKS': 1, 'Opernhaus Progressiver Aktionsmarkt': 1, 'Naturfreunde': 1})",,,Counter({'ausreichend': 1}),,0.1,,,,9,0,0.0550069322595241,0.0,['Bundesregierung'],[],neutral,das,"Klimapäckchen, das
Der Begriff ""Klimapäckchen"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 9 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.06 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) der Vertreter Korpus Angela Merkel, Jürgen Liebenstein. Im Kontext von ""Klimapäckchen"" erfolgt die Nennung folgender Organisation(en): FFF, Die Grünen (Vertreter Korpus).
Häufige Kollokationen:  'Bundesregierung' (Vertreter)"
klimapäpstin,päpstin,päpstin,f,"['klimapäpstinnen', 'klimapäpstin']",person,[],"['päpstin', 'papst']",,,Counter({'Barbara Hendricks': 1}),"Counter({'EIKE': 1, 'WDR': 1})",,Counter(),,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,die,"Klimapäpstin, die
Der Begriff ""Klimapäpstin"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimapäpstin"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks. Im Kontext von ""Klimapäpstin"" erfolgt die Nennung folgender Organisation(en): EIKE, WDR (Skeptiker Korpus).

Siehe auch: Klimapapst"
klimaquatsch,quatsch,quatsch,m,"['klimaquatsche', 'klimaquatsches', 'klimaquatschs', 'klimaquatsch']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'gefasel', 'käse', 'unfug', 'unsinn']",,,"Counter({'Barack Obama': 2, 'Hanna Thiele': 1, 'Silke Mikosch': 1})","Counter({'NATO': 4, 'CDU': 1, 'DPG': 1, 'EIKE': 1, 'AFD': 1, 'PVA': 1, 'Die Grünen': 1})",,Counter(),,0.0,,,0,12,0.0,0.177863003436945,[],"['Clinton', 'europäer', 'ami', 'Bush']",negativ,der,"Klimaquatsch, der
Der Begriff ""Klimaquatsch"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 12 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.18 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barack Obama und Hanna Thiele. Im Kontext von ""Klimaquatsch"" erfolgt die Nennung folgender Organisation(en): NATO, CDU (Skeptiker Korpus).

Siehe auch: Klimaunsinn, Klimaunfug, Klimakäse, Klimablödsinn, Klimagefasel
Häufige Kollokationen: 'ami', 'Bush' (Skeptiker) "
klimarealismus,realismus,realismus,m,"['klimarealismen', 'klimarealismus']",abstraction,"['der Zustand, tatsächlich oder real zu sein']","['realismus', 'realist']",,,"Counter({'Sterling Burnett': 1, 'Naomi Seibt': 1, 'Annalena Baerbock': 1})","Counter({'Heartland Institute': 2, 'Antifa': 1, 'AFD': 1})",,Counter({'neu': 1}),,0.3333333333333333,,,0,3,0.0,0.0300764987421918,[],[],neutral,der,"Klimarealismus, der
Der Begriff ""Klimarealismus"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Sterling Burnett und Naomi Seibt. Im Kontext von ""Klimarealismus"" erfolgt die Nennung folgender Organisation(en): Heartland Institute, Antifa (Skeptiker Korpus).

Siehe auch: Klimarealist"
klimarealist,realist,realist,m,"['klimarealisten', 'klimarealist']",person,[],"['realist', 'realismus']",Counter({'Donald Trump': 1}),,"Counter({'Michael Limburg': 2, 'Horst-Joachim Lüdecke': 2, 'Barack Obama': 2, 'Donald Trump': 2, 'Manfred Haferburg': 1, 'Angela Merkel': 1, 'Hans Joachim Schellnhuber': 1, 'Harald Lesch': 1, 'Eckart von Hirschhausen': 1, 'Thomas Stocker': 1})","Counter({'EPA': 4, 'IPCC': 3, 'UN': 2, 'EIKE': 2, 'Parlament': 2, 'AWI': 1, 'Tagesspiegel': 1, 'Die Grünen': 1, 'PVV': 1, 'VVD': 1, 'FvD': 1, 'SPIEGEL': 1, 'ZDF': 1, 'ARD': 1, 'Umweltminister': 1, 'Royal Society': 1, 'Parlaments': 1, 'PIK': 1, 'Institut für Klimafolgenforschung': 1, 'Deutschen Wetterdienstes': 1})",Counter(),"Counter({'vieler': 1, 'niederländisch': 1, 'erster': 1, 'namhaft': 1, 'überhaupt': 1, 'international': 1, 'groß': 1})",0.0,0.0,Fremdzuschreibung,Selbstzuschreibung,1,29,0.0,0.305244906397319,[],"['z.b.', 'Argument']",neutral,der,"Klimarealist, der
Der Begriff ""Klimarealist"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 29 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.31 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimarealist"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker und als Fremdzuschreibung im Vetreter Korpus. In 0% (Vertreter Diskurs) und 0% (Skeptiker Diskurs) der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Limburg und Horst-Joachim Lüdecke und der Vertreter Korpus Donald Trump. Im Kontext von ""Klimarealist"" erfolgt die Nennung folgender Organisation(en): EPA, IPCC (Skeptiker Korpus).

Siehe auch: Klimarealismus
Häufige Kollokationen: 'Argument', 'z.b.' (Skeptiker) "
