original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimalüge,lüge,"['lüge', 'lügen']",lüge,f,"['klimalüge', 'klimalügen']","['Hartmut Bachmann', 'Donald Trump']","['EU', 'IPCC']","['Hans Joachim Schellnhuber', 'Christian Möser', 'Donald Trump', 'Christian Möser', 'Michael Limburg', 'Hartmut Bachmann', 'Günter Leudinger', 'Harald Lesch', 'Annika Joeres', 'Susanne Götze', 'Greta Thunberg', 'Naomi Seibt', 'Hartmut Bachmann', 'Helmut Böttiger']","['NOAA', 'FFF', 'FFF', 'DIE WELT', 'EIKE', 'Der Spiegel', 'CSU', 'FDP', 'SPD', 'NASA', 'AFD', 'CDU', 'Linke', 'EIKE', 'NSDAP']",[],"['nützlich', 'präsentiert', 'wieder', 'wirklich', 'deutsch', 'simpel']",negative,0.0,"['Falschaussage', 'Schutzbehauptung', 'Unwahrheit', 'Lüge']",[],[],"['statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine falsche Aussage'],[],['erzählung'],lug,lüge,lüge,lug,"['lüge', 'lügner']",,,,"['lüge', 'leugner']","['erzählung', 'lüge', 'lügner', 'lüge', 'leugner']",negative,0.0,negative,,,0.3333333333333333,0.1111111111111111,3,17,0.0159028307170063,0.191106863093479,,"['Welt', 'aufzuschwätzen']",3,17,0.0159028307170063,0.191106863093479,3,18,0.0159028307170063,0.191106863093479
klimalügner,lügner,"['lügners', 'lügnern', 'lügner']",lügner,m,"['klimalügners', 'klimalügnern', 'klimalügner']",,,['Stefan Rahmstorf'],[],,['vieler'],negative,0.0,"['Lügenbold', 'Flunkerer', 'Lügenmaul', 'Lügner', 'Schwindler']","['Omme', 'Gosch', 'Klappe', 'Gusche', 'Mund', 'Pappen', 'Schnute', 'Gosche', 'Maul', 'Fresse', 'Schnauze']","['Fresse', 'Omme', 'Schnute', 'Mund', 'Gosch', 'Maul', 'Schnauze', 'Klappe', 'Pappen', 'Gosche', 'Gusche']","['prevaricator', 'liar', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'prevaricator', 'liar', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der Lügen erzählt']",[],[],lug,lügner,lügner,lugn,"['lüge', 'lügner']",,,,"['lügner', 'lüge']","['lüge', 'lügner', 'lügner', 'lüge']",negative,0.0,negative,,{'External'},,0.0,0,5,,0.0464972214860532,,,0,5,,0.0464972214860532,,4,,0.0464972214860532
klimamacher,macher,"['machern', 'macher', 'machers']",macher,m,"['klimamachern', 'klimamacher', 'klimamachers']","['Rainer Klingholz', 'Hartmut Graßl', 'Claudia Kemfert']","['Universität Oldenburg', 'Weltorganisation für Meteorologie']",,,[],,positive,0.0,"['Initiator', 'Nimmermüde', 'Verantwortlicher', 'Macher', 'Auslöser', 'Machertyp', 'Tatmensch', 'Urheber', 'Initiant', 'Hauptmatador', '...gestalter', 'Gestalter', 'Verursacher', 'Aktivling', 'immer am Ball', '...macher', 'Mann der Tat']","['Führungspersönlichkeit', 'Großkopferter', 'maßgeblicher Entscheider', 'hochgestellte Persönlichkeit', '(Teil der) Nomenklatura']","['jemand', 'irgendjemand', 'jeder beliebige']","['physical entity', 'entity']",person,"['jede Einheit, die eine Wirkung hervorruft oder für Ereignisse oder Ergebnisse verantwortlich ist', 'eine Person, die handelt und Dinge erledigt']",[],"['aktivist', 'demagoge', 'milliardär']",mach,macher,mach,mach,,,,,,"['aktivist', 'demagoge', 'milliardär']",negative,0.0,neutral,{'None'},,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimamafia,mafia,"['mafias', 'mafia']",mafia,f,"['klimamafias', 'klimamafia']",,,"['Christian Möser', 'Greta Thunberg', 'Angela Merkel', 'Angela Merkel', 'Harald Lesch', 'Bill McKibben', 'Naomi Oreskes', 'Bill McKibben', 'Naomi Oreskes']","['UN', 'EIKE', 'NASA', 'Exxon', 'Exxon']",,"['Zürcher', 'gebürstet']",negative,0.0,"['Mafia', ""'Ndrangheta"", 'Verbrecherbande', 'Cosa Nostra', 'Bande', 'Camorra', 'ehrenwerte Gesellschaft', 'Verbrecherorganisation', 'Syndikat', 'kriminelle Organisation', 'kriminelle Vereinigung', 'Gaunerbande', 'Gang']","['Combo', 'Bande', 'Blase', 'organisiertes Verbrechen', 'organisierte Kriminalität', 'Freundeskreis', 'Clique']","['organisiertes Verbrechen', 'organisierte Kriminalität', 'Gruppe', 'Kollektiv', 'Team']","['family', 'crime syndicate', 'mob', 'syndicate', 'gangland', 'gangdom', 'organized crime', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['ein Verbrechersyndikat in den Vereinigten Staaten; in Familien organisiert; es wird angenommen, dass es wichtige Beziehungen zur sizilianischen Mafia hat', 'Kriminelle Gruppe.']",[],[],mafia,mafia,maf,mafia,,,,,,[],negative,-0.07692307692307693,negative,,{'External'},,0.08333333333333333,0,13,,0.16219303428966,,,0,13,,0.16219303428966,,12,,0.16219303428966
klimamahnwache,mahnwache,"['mahnwachen', 'mahnwache']",mahnwache,f,"['klimamahnwachen', 'klimamahnwache']","['Lilly Herkling', 'Karl Bever', 'Lilly Herkling', 'Karl Bever']","['Uni Hildesheim', 'Daimler', 'Dorsten Mercaden', 'SBahn', 'Denkmalplatz Mahnwache Leipzig', 'Rees Plakataktion', 'SBahn', 'Denkmalplatz Mahnwache Leipzig', 'Rees Plakataktion', 'Uni Hildesheim', 'Daimler', 'Dorsten Mercaden']",,,[],,neutral,0.0,[],[],[],,abstraction,[],[],[],mahnwach,mahnwach,mahnwach,mahnwach,,,,,,[],neutral,0.0,neutral,,,0.0,,4,0,0.0230691843035464,,"['Brunnen', 'Rathaus', 'Infopoint']",,4,0,0.0230691843035464,,4,,0.0230691843035464,
klimamanipulation,manipulation,"['manipulationen', 'manipulation']",manipulation,f,"['klimamanipulationen', 'klimamanipulation']",,,['Kevin Trenberth'],[],,[],negative,0.0,"['List', 'Bluff', 'Gaukelei', 'Gehirnwäsche', 'Gaunerei', 'Vernebelung der Gehirne', 'Täuschung', 'krumme Tour', 'Zugriff', 'Nepp', 'Vorspiegelung falscher Tatsachen', 'Veräppelung', 'Beschmu', 'Verfälschung', 'Suggestion', 'Finte', 'Verarscherei', 'Bauernfängerei', 'Verarschung', 'Sabotierung', 'Beeinflussung', 'Konditionierung', 'Hetze', 'Schmu', 'Nahelegung', 'Rosstäuscherei', 'Verarsche', 'Irreführung', 'Betrug', 'Schummelei', 'Operation', 'Manipulierung', 'Verbrämung', 'Abzocke', 'Sabotage', 'Propaganda', 'Programmierung', 'Trickserei', 'Schwindel', 'Verschleierung', 'Einflüstern', 'Manipulation', 'Volksverdummung', 'Agitation', 'Fraud']","['Quintessenz', 'blauer Dunst', 'Tortur', 'Blendwerk', 'Effekt', 'Ausgang', 'Herbeiführung', 'Gaukelspiel', 'Beeinflussung', 'Hervorbringung', 'Fazit', 'Marter', 'Wirkung', 'Peinigung', 'Konsequenz', 'Folge', 'Folterung', 'Folgeerscheinung', 'Höllenpein', 'Nachwirkung', 'Einfluss', 'Folter', 'Quälerei', 'Ergebnis', 'Höllenqual', 'Auswirkung', 'Reaktion', 'Ausfluss', 'Feststellung', 'Pein', 'fauler Zauber', 'Drangsal', 'Rückwirkung', 'Endergebnis', 'Befund', 'Resultat', 'Misshandlung']","['Tortur', 'Quälerei', 'Pein', 'Misshandlung', 'Folterung', 'Peinigung', 'Marter', 'Drangsal', 'Höllenpein', 'Folter', 'Höllenqual', 'Ergebnis', 'Ausgang', 'Wirkung', 'Auswirkung', 'Effekt', 'Folgeerscheinung', 'Konsequenz', 'Ausfluss', 'Folge', 'Nachwirkung', 'Einfluss', 'Reaktion', 'Rückwirkung', 'Hervorbringung', 'Beeinflussung', 'Endergebnis', 'Fazit', 'Resultat', 'Quintessenz', 'Feststellung', 'Befund', 'Herbeiführung', 'blauer Dunst', 'Gaukelspiel', 'Blendwerk', 'fauler Zauber']","['falsification', 'misrepresentation', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['der Akt der Täuschung', 'die heimliche oder unsachgemäße Veränderung von etwas', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'geschickte oder hinterhältige Einflussnahme, insbesondere zum eigenen Vorteil', 'eine irreführende Unwahrheit', 'der Akt der Herbeiführung von Hypnose', '(Informatik) Datenverarbeitung, bei der das Ergebnis durch eine Regel vollständig spezifiziert ist (insbesondere die Verarbeitung, die sich aus einer einzigen Anweisung ergibt)', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],[],manipulatio,manipul,manip,manipulation,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimamantra,mantra,"['mantra', 'mantras', 'mantren']",mantra,n,"['klimamantra', 'klimamantras', 'klimamantren']",,,[],[],,[],negative,0.0,"['Slogan', 'Heilsversprechen', 'Maxime', 'monotone Rezitation', 'Passphrase', 'Motto', 'Wortfolge', 'Leitspruch', 'Devise', 'Leitsatz', 'Spruchformel', 'Sinnspruch', 'Mantra', 'Japa', 'Losung', 'Parole', 'Wahlspruch']","['Werbeslogan', 'Werbespruch']","['Werbespruch', 'Werbeslogan', 'Werbespruch', 'Werbeslogan']","['expression', 'saying', 'locution', 'spoken language', 'spoken communication', 'speech', 'oral communication', 'speech communication', 'voice communication', 'language', 'auditory communication', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Lieblingsspruch einer Gruppe, Organisation oder Einzelperson', 'die Reihenfolge der Wörter in einem Text', '(Sanskrit) wörtlich eine ""heilige Äußerung"" im Vedismus; eine Sammlung von mündlich überlieferten poetischen Hymnen', 'ein häufig wiederholtes Wort oder eine häufig wiederholte Phrase']",[],[],mantra,mantra,mantr,mantra,,,,,,[],negative,-0.041176470588235294,neutral,,,,0.0,0,2,,0.0191856694893927,,"['laufen', 'schon']",0,2,,0.0191856694893927,,2,,0.0191856694893927
klimamilliardär,milliardär,"['milliardär', 'milliardären', 'milliardäre', 'milliardärs']",milliardär,m,"['klimamilliardär', 'klimamilliardären', 'klimamilliardäre', 'klimamilliardärs']",,,"['Harald Lesch', 'Anders Levermann', 'Ottmar Edenhofer']","['Neue Zürcher Zeitung', 'PIK']",,"['erster', 'erster']",negative,0.0,"['Krösus', 'Finanzgröße', 'Milliardär', 'Geldsack', 'Geldaristokrat', 'Pfeffersack', 'Reicher', 'Superreicher', 'Nabob', 'Schwerreicher', 'Finanzkapitalist', 'Finanzmagnat', 'Millionär', 'reicher Mann', 'Rockefeller']","['Vogt', 'Voigt', 'Fauth', 'Aristo', 'Blaublüter', 'Aristokrat', 'Adelsherrscher']","['jemand', 'irgendjemand', 'jeder beliebige', 'Herrscher', 'Monarch', 'Regent', 'Souverän', 'Gebieter', 'Machthaber', 'Herr', 'Potentat', 'Vogt', 'Voigt', 'Fauth']","['drawstring bag', 'bag', 'container', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,['ein Beutel mit Kordel zum Aufbewahren von Geld'],[],['macher'],milliardar,milliardär,milliardär,milliardar,,,,,,['macher'],negative,0.09333333333333332,negative,,{'External'},,0.0,0,2,,0.0156966951518003,,['erster'],0,2,,0.0156966951518003,,2,,0.0156966951518003
klimamisere,misere,"['miseren', 'misere']",misere,f,"['klimamiseren', 'klimamisere']",,,[],[],,[],negative,0.0,"['Verhängnis', 'schwierige Situation', 'dummer Zufall', 'Pech', 'Wahl zwischen Pest und Cholera', 'Zwangslage', 'Problemsituation', 'Misere', 'Missstand', 'Krisis', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'Unbill', 'missliche Lage', 'Tragik', 'kritische Situation', 'Kalamität', 'Malaise', 'Zwickmühle', 'katastrophale Situation', 'Krise', 'verzwickte Situation', 'Dilemma', 'Schlamassel', 'Ungemach', 'Unglück']",[],[],"['difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine Situation, aus der es schwierig ist, sich zu befreien, insbesondere eine unangenehme oder schwierige Situation', 'unnötige und unvorhergesehene Schwierigkeiten infolge eines unglücklichen Ereignisses', 'das völlige Missmanagement oder die falsche Handhabung einer Situation', None]",[],[],miser,miser,mis,mis,,,,,,[],negative,-0.18076923076923077,neutral,,,,1.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimamonster,monster,"['monster', 'monstern', 'monsters']",monster,n,"['klimamonster', 'klimamonstern', 'klimamonsters']",,,[],['UN'],,['unmöglich'],negative,0.0,"['Satan', 'Bluthund', 'Chimäre', 'Monstrum', 'Unmensch', 'Bestie', 'Teufel', 'Ungeheuer', 'Ungetüm', 'Monster', 'Untier', 'Missgeburt', 'Kreatur', 'Biest', 'Bestie in Menschengestalt', 'Schimäre', 'Scheusal']","['Wessen', 'Wes', 'Wesen', 'Organismus']","['Wesen', 'Organismus', 'Wessen', 'Wes']","['assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine grausam raubgierige Person', 'eine Person, die eine Verpackung öffnet oder auswickelt', 'eine grausame, bösartige und unmenschliche Person']",['teufel'],['teufel'],mon,monster,monst,monst,,,,,,['teufel'],negative,-0.058823529411764705,negative,,{'External'},,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimamutti,mutti,"['muttis', 'mutti']",mutti,f,"['klimamuttis', 'klimamutti']",,,[],['Die Grünen'],,[],negative,0.0,"['Madame Non', 'Grazie', 'Weibsstück', 'Mama', 'Frau', 'Mami', 'Mutter', 'weiblicher Mensch', 'Kohls Mädchen', 'deine arme alte Mutter', 'Frauensperson', 'alte Dame', 'Mam', 'Person weiblichen Geschlechts', 'Alte', 'Ma', 'Lebensspenderin', 'Eva', 'Tante', 'Dame', 'Evastochter', 'Gebärerin', 'Muddern', 'Weibsperson', 'Braut', 'Weib', 'Perle', 'Mutti', 'Frauenzimmer', 'weibliches Wesen', 'Lady', 'Weibsbild', 'Vertreterin des schönen Geschlechts', 'Sie', 'Mädchen', 'weibliche Person', 'Angela Merkel', 'Schnalle', 'Weibsen', 'Angie']","['Schraubenmutter', 'Person', 'Charakter', 'Einzelwesen', 'Erziehungsberechtigte', 'Mutter', 'Eltern', 'Mensch', 'Subjekt', 'Persönlichkeit', 'die Alten', 'Typ', 'Individuum']","['die Alten', 'Eltern', 'Erziehungsberechtigte', 'Typ', 'Person', 'Mensch', 'Charakter', 'Subjekt', 'Persönlichkeit', 'Individuum', 'Einzelwesen', 'Erscheinung', 'Phantom', 'Artefakt', 'Hirngespinst', 'Einbildung', 'Phantasmagorie', 'Sinnestäuschung', 'Schimäre', 'Trugbild', 'Chimäre']","['parent', 'genitor', 'progenitor', 'primogenitor', 'antecedent', 'ascendant', 'root', 'ascendent', 'ancestor', 'relation', 'relative', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'parent', 'genitor', 'progenitor', 'primogenitor', 'antecedent', 'ascendant', 'root', 'ascendent', 'ancestor', 'relation', 'relative', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Frau, die ein Kind geboren hat', 'Eine weibliche Person.', 'eine junge Frau']",[],[],mutti,mutti,mutt,mutti,,,,,,[],negative,0.0,negative,,{'External'},,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimamärchenonkel,märchenonkel,"['märchenonkeln', 'märchenonkels', 'märchenonkel']",märchenonkel,m,"['klimamärchenonkeln', 'klimamärchenonkels', 'klimamärchenonkel']",,,[],"['ARD', 'IPCC']",,[],negative,0.0,"['Märchenonkel', 'Märchenerzähler']","['Muttersbruder', 'Mutterbruder', 'Onkel väterlicherseits', 'Onkel mütterlicherseits', 'narrative Instanz', 'Erzähler', 'Oheim', 'Ohm', 'Onkel', 'Vatersbruder']","['Erzähler', 'narrative Instanz', 'Oheim', 'Onkel väterlicherseits', 'Muttersbruder', 'Onkel', 'Onkel mütterlicherseits', 'Mutterbruder', 'Ohm', 'Vatersbruder']",[],person,[None],[],[],marchenonkel,märchenonkel,märchenonkel,marchenonkel,,,,,,[],negative,0.0,neutral,,{'External'},,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,1,,0.0156966951518003
klimanationalismus,nationalismus,"['nationalismen', 'nationalismus']",nationalismus,m,"['klimanationalismen', 'klimanationalismus']","['Yannick Passeick', 'Klara Kauhausen', 'Max Goldenbaum', 'Gaye Theresa Johnson', 'Nene Opoku', 'Alex Lubin', 'Françoise Vergès', 'Lukas Nicolaisen', 'Yannick Passeick', 'Lukas Nicolaisen', 'Tobias Haas', 'Jonas Voß', 'Anna Rosga', 'Jonas Duhme']","['FARN', 'Open Knowledge Foundation e.V', 'GoetheUniversität Frankfurt am Main', 'Wissenschaftszentrum Berlin', 'FU Berlin', 'Forschungszentrum für Umweltpolitik', 'FFU', 'Tagesspiegel', 'Frankfurter Rundschau', 'www.fr.de', 'Global Change Newsletter', 'Naturfreunde', 'FARN', 'WDR', 'WestfalenBlatt', 'Juventa', 'ÖkoMagazin', 'IASS', 'Institut für transformative Nachhaltigkeitsforschung', 'www.adelphi.de', 'NPD', 'Eigenverlag', 'AntiAKWBewegung']","['Angela Merkel', 'Olaf Scholz']","['EU', 'Bundestag', 'TE', 'IEA']",[],['deutsch'],negative,0.0,"['Volkstümelei', 'Nationalbewusstsein', 'Nationalismus', 'Nationalstolz', 'Nationalgefühl', 'Vaterlandsliebe', 'Jingoismus', 'Staatsgesinnung', 'Patriotismus', 'völkische Gesinnung']",[],[],"['aspiration', 'ambition', 'dream', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['das Streben nach nationaler Unabhängigkeit, das von Menschen unter fremder Herrschaft empfunden wird']",[],[],nationalismu,nationalismu,nationalism,nationalismus,,,,,,[],neutral,0.0,neutral,,,0.0,0.0,12,1,0.0722037977148938,0.0,['Klimawandelleugnung'],,12,1,0.0722037977148938,0.0,12,1,0.0722037977148938,0.0
klimanonsens,nonsens,"['nonsens', 'nonsenses']",nonsens,m,"['klimanonsens', 'klimanonsenses']",,,[],"['SPD', 'AFD', 'Linke']",,[],negative,0.0,"['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Jux', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Firlefanz', 'Schnurrpfeiferei', 'Papperlapapp', 'Schnack', 'Jokus', 'Schildbürgerstreich', 'Döneken', 'Schabernack', 'Spaß', 'dummes Zeug', 'Käse', 'Humbug', 'Unsinn', 'gequirlte Scheiße', 'Driss', 'Kappes', 'Schmu', 'Sottise', 'Nonsense', 'lustiger Streich', 'Blech', 'Schote', 'Blödsinn', 'Gelaber', 'Spass', 'Drolerie', 'Krampf', 'Posse', 'Schnurre', 'Bullshit', 'Widersinn', 'Eselei', 'Heckmeck', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Hanswurstiade', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Clownerie', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'Eulenspiegelei', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Flachs', 'Ulk']","['leeres Gerede', 'Gewäsch', 'Geschwätz', 'Schmus', 'Geseire', 'Gemunkel', 'dummes Zeug', 'Geschwurbel', 'Sermon', 'hohle Phrasen', 'Geschwalle', 'Gelaber', 'Geplänkel', 'Luftblasen', 'Gefasel', 'Blabla', 'warme Worte', 'langweilige Rede', 'leere Worte', 'Gerede', 'Geblubber', 'Schein-Tiefsinn', 'Geschwafel']","['Tiefe', 'Tiefsinn']","['play', 'fun', 'sport', 'humour', 'humor', 'wittiness', 'wit', 'witticism', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine komische Begebenheit oder eine Reihe von Begebenheiten', 'unsinniges Gerede oder Schreiben']",[],[],non,nonsen,nons,nons,,,,,,[],negative,-0.02857142857142857,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimanotfall,notfall,"['notfälle', 'notfällen', 'notfalls', 'notfalles', 'notfalle', 'notfall']",notfall,m,"['klimanotfälle', 'klimanotfällen', 'klimanotfalls', 'klimanotfalles', 'klimanotfalle', 'klimanotfall']",,,"['Allan MacRae', 'Joseph Kraig', 'Stefan Rahmstorf']","['American Meteorological Society', 'ABC', 'The Australian', 'IPCC']",,"['kein', 'kein']",negative,0.0,"['Notfall', 'Notsituation', 'Notlage']",[],[],"['situation', 'difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine schlechte oder schwierige Situation oder Lage'],['notlage'],['notlage'],notfall,notfal,notfal,notfall,,,,,,['notlage'],negative,0.0,negative,,,,0.8333333333333334,0,6,,0.0716249048365728,,"['geben', 'gekocht']",0,6,,0.0716249048365728,,6,,0.0716249048365728
klimanotlage,notlage,"['notlage', 'notlagen']",notlage,f,"['klimanotlage', 'klimanotlagen']",,,"['Claudia Kemfert', 'Claudia Kemfert', 'Claudia Kemfert']","['PIK', 'PIK', 'PIK', 'SPD', 'Die Grünen', 'Linke']",,['sogenannter'],negative,0.0,"['Verdrückung', 'Holland in Not', 'Notlage', 'Verlegenheit', 'missliche Situation', 'Schwulibus', 'Elend', 'Ausnahmezustand', 'Krisensituation', 'schwierige Situation', 'da brennt der Baum', 'Misslichkeit', 'Notstand', 'Bedrängnis', 'Ausnahmesituation', 'Schwulität', 'Schwierigkeit', 'Notfall', 'Matthäi am Letzten', 'Not', '(in der) Patsche', 'Bredouille', 'da brennt die Hütte', 'Klemme', 'Notsituation', 'verzwickte Situation', '(in der) Tinte', 'Leid']",[],[],"['situation', 'difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine schlechte oder schwierige Situation oder Lage', 'ein Zustand des Unwohlseins aufgrund von Leid oder Unglück', None, 'ein Zustand oder eine Situation, die man kaum bewältigen kann und die große Anstrengungen erfordert, um sie zu ertragen oder zu überwinden']",['notfall'],['notfall'],notlag,notlag,notl,notlag,,,,,,['notfall'],negative,-0.09642857142857143,negative,,,,0.0,0,6,,0.0716249048365728,,"['rotgrünrot', 'Bremen']",0,6,,0.0716249048365728,,6,,0.0716249048365728
klimanotstandsregierung,notstandsregierung,"['notstandsregierung', 'notstandsregierungen']",notstandsregierung,f,"['klimanotstandsregierung', 'klimanotstandsregierungen']","['Angela Picciariello', 'Carroll Muffett', 'Elena Köhn']","['ODI', 'IISD', 'Overseas Development Institute', 'Exxon', 'Shell', 'WDR', 'BP']",,,"['global', 'autokratisch', 'gut', 'noch', 'gut', 'noch']",,neutral,0.0,[],[],[],,group,[],[],[],notstandsregierung,notstandsregierung,notstandsregierung,notstandsregier,,,,,,[],neutral,0.0,negative,,,0.0,,6,0,0.0505125650531423,,['gut'],,6,0,0.0505125650531423,,6,,0.0505125650531423,
