original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimaplanwirtschaft,planwirtschaft,planwirtschaft,f,"['klimaplanwirtschaft', 'klimaplanwirtschaften']",,,,,,Counter(),neutral,0.0,abstraction,"['eine nicht marktwirtschaftliche Wirtschaft, in der staatliche Eingriffe bei der Zuweisung von Gütern und Ressourcen und der Festlegung von Preisen eine wichtige Rolle spielen']",[],negative,0.0,positiv,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimaplanwirtschaft, die
Der Begriff ""Klimaplanwirtschaft"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert."
klimapolemik,polemik,polemik,f,"['klimapolemiken', 'klimapolemik']",,,,Counter({'EIKE': 1}),,Counter(),negative,0.0,action,['eine Kontroverse (insbesondere über einen Glauben oder ein Dogma)'],[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimapolemik, die
Der Begriff ""Klimapolemik"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapolemik"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
klimapopulismus,populismus,populismus,m,['klimapopulismus'],,,,Counter({'FAZ': 1}),,Counter(),negative,0.0,abstraction,"['die politische Doktrin, die die Rechte und Befugnisse des einfachen Volkes in seinem Kampf gegen die privilegierte Elite unterstützt']",[],neutral,0.25,neutral,,,0.0,1.0,0,1,0.0,0.0,[],[],der,"Klimapopulismus, der
Der Begriff ""Klimapopulismus"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapopulismus"" erfolgt die Nennung folgender Organisation(en): FAZ (Skeptiker Korpus)."
klimaprediger,prediger,prediger,m,"['klimaprediger', 'klimapredigers', 'klimapredigern']",,,Counter({'Mojib Latif': 1}),Counter({'Der Spiegel': 1}),,Counter(),negative,0.0,person,"['eine Person, die befugt ist, religiöse Gottesdienste zu halten']",['demagoge'],positive,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,3,0.0,0.0300764987421918,[],"['Gouverneur', 'Land']",der,"Klimaprediger, der
Der Begriff ""Klimaprediger"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprediger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Mojib Latif. Im Kontext von ""Klimaprediger"" erfolgt die Nennung folgender Organisation(en): Der Spiegel (Skeptiker Korpus).

Kollokationen: 'Land', 'Gouverneur' (Skeptiker Korpus)

Siehe auch: Klimademagoge"
klimapresse,presse,presse,f,"['klimapresse', 'klimapressen']",,,,Counter({'Daimler': 1}),,Counter(),negative,0.0,abstraction,"['ein hohes Möbelstück, das Stauraum für Kleidung bietet; hat eine Tür und Schienen oder Haken zum Aufhängen von Kleidung', 'ein Medium zur Verbreitung von Druckerzeugnissen', 'die Printmedien, die für die Sammlung und Veröffentlichung von Nachrichten in Form von Zeitungen oder Zeitschriften zuständig sind']",[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimapresse, die
Der Begriff ""Klimapresse"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimapresse"" erfolgt die Nennung folgender Organisation(en): Daimler (Skeptiker Korpus)."
klimaprofessor,professor,professor,m,"['klimaprofessors', 'klimaprofessoren', 'klimaprofessor']",,,"Counter({'Angela Merkel': 1, 'Harald Lesch': 1, 'Peter Altmeier': 1})","Counter({'EIKE': 2, 'FDP': 1, 'ZDF': 1, 'PIK': 1, 'NASA': 1, 'PAGES': 1, 'NOAA': 1, 'WUWT': 1})",,"Counter({'selbst': 1, 'ökokatastrophal': 1})",neutral,0.0,person,"['jemand, der Mitglied des Lehrkörpers einer Hochschule oder Universität ist']",[],neutral,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,4,0.0,0.0464972214860532,[],"['Wärmeinseleffekt', 'plaudern']",der,"Klimaprofessor, der
Der Begriff ""Klimaprofessor"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.046 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprofessor"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Harald Lesch. Im Kontext von ""Klimaprofessor"" erfolgt die Nennung folgender Organisation(en): EIKE, FDP (Skeptiker Korpus).

Kollokationen: 'Wärmeinseleffekt', 'plaudern' (Skeptiker Korpus)"
klimaprofiteur,profiteur,profiteur,m,"['klimaprofiteurs', 'klimaprofiteur', 'klimaprofiteure', 'klimaprofiteuren']",,,"Counter({'Paul Barry': 1, 'Chris Masters': 1, 'Michael Bastasch': 1})","Counter({'Clean Energy Council': 1, 'STT': 1, 'EE Industrie': 1})",,Counter(),negative,0.0,person,"['jemand, der übermäßige Gewinne erzielt (insbesondere bei knappen Gütern)', 'ein Aufseher von Sklaven bei der Arbeit']",[],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],der,"Klimaprofiteur, der
Der Begriff ""Klimaprofiteur"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprofiteur"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Paul Barry und Chris Masters. Im Kontext von ""Klimaprofiteur"" erfolgt die Nennung folgender Organisation(en): Clean Energy Council, STT (Skeptiker Korpus)."
klimapropaganda,propaganda,propaganda,f,['klimapropaganda'],,,"Counter({'Greta Thunberg': 1, 'Harald Lesch': 1, 'Stefan Rahmstorf': 1, 'Donald Trump': 1, 'Bärbel Höhn': 1, 'Judith Curry': 1, 'Ted Turner': 1, 'Axel Bojanowski': 1, 'Volker Quaschning': 1})","Counter({'PIK': 2, 'NASA': 1, 'National Science Foundation': 1, 'NOAA': 1, 'National Oceanic and Atmospheric Administration': 1, 'Exxon': 1, 'Weltgesundheitsorganisation': 1, 'ARD': 1, 'BdW': 1, 'EIKE': 1})",,"Counter({'erschreckend': 1, 'angetrieben': 1, 'grün': 1, 'konsequent': 1, 'wohl': 1, 'üblich': 1, 'sinngemäß': 1, 'gelungen': 1, 'gut': 1, 'wieder': 1})",negative,0.0,abstraction,"['eine irreführende Unwahrheit', 'leidenschaftliche Appelle an die Vorurteile und Gefühle der Bevölkerung']","['propaganda', 'propagandist', 'propaganda', 'propagandafilm']",negative,0.0,neutral,,,0.0,0.0,0,11,0.0,0.128111024584786,[],[],die,"Klimapropaganda, die
Der Begriff ""Klimapropaganda"" wird in unserem Korpus 11 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.128 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Harald Lesch. Im Kontext von ""Klimapropaganda"" erfolgt die Nennung folgender Organisation(en): PIK, NASA (Skeptiker Korpus).

Siehe auch: Klimapropagandafilm, Klimapropagandist"
klimapropagandafilm,propagandafilm,propagandafilm,m,"['klimapropagandafilms', 'klimapropagandafilmes', 'klimapropagandafilmen', 'klimapropagandafilme', 'klimapropagandafilm']",,,Counter({'Donald Trump': 1}),"Counter({'EIKE': 1, 'ARD': 1, 'SWR': 1})",,"Counter({'sinngemäß': 1, 'gelungen': 1})",negative,0.0,abstraction,[],"['propagandafilm', 'propagandist']",negative,0.0,neutral,,,0.0,0.0,0,2,0.0,0.0191856694893927,[],[],der,"Klimapropagandafilm, der
Der Begriff ""Klimapropagandafilm"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.019 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump. Im Kontext von ""Klimapropagandafilm"" erfolgt die Nennung folgender Organisation(en): EIKE, ARD (Skeptiker Korpus).

Siehe auch: Klimapropagandist"
klimapropagandist,propagandist,propagandist,m,"['klimapropagandisten', 'klimapropagandist']",,,"Counter({'Michael Mann': 1, 'Michael Limburg': 1, 'Volker Quaschning': 1, 'Barack Obama': 1})",,,"Counter({'handelnd': 1, 'dummer': 1, 'nur': 1, 'aber': 1, 'dafür': 1, 'erfolgreich': 1, 'höchst': 1})",negative,0.0,person,"['jemand, der sich aufdrängt oder vordrängt', 'eine Person, die Botschaften verbreitet, um eine Sache oder eine Regierung zu unterstützen']","['propaganda', 'propagandist', 'propagandist', 'propagandafilm']",negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],der,"Klimapropagandist, der
Der Begriff ""Klimapropagandist"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimapropagandist"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Mann und Michael Limburg.

Siehe auch: Klimapropagandafilm, Klimapropaganda"
klimaprotestler,protestler,protestler,m,"['klimaprotestlern', 'klimaprotestler', 'klimaprotestlers']",,,,Counter({'IEA': 1}),,Counter(),negative,0.0,person,"['jemand, der sich an einer öffentlichen Demonstration von Gruppengefühlen beteiligt', None]",[],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimaprotestler, der
Der Begriff ""Klimaprotestler"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaprotestler"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaprotestler"" erfolgt die Nennung folgender Organisation(en): IEA (Skeptiker Korpus)."
klimapseudowissenschaft,pseudowissenschaft,pseudowissenschaft,f,"['klimapseudowissenschaften', 'klimapseudowissenschaft']",,,,,,Counter({'politisiert': 1}),negative,0.0,abstraction,"['eine Tätigkeit, die der Wissenschaft ähnelt, aber auf falschen Annahmen beruht']",[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimapseudowissenschaft, die
Der Begriff ""Klimapseudowissenschaft"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimapäckchen,päckchen,päckchen,n,"['klimapäckchen', 'klimapäckchens']","Counter({'Angela Merkel': 2, 'Jürgen Liebenstein': 1, 'Vanessa Nakate': 1, 'Greta Thunberg': 1, 'Rudi Dutschke': 1, 'Olof Palme': 1, 'Franz Schütz': 1, 'Yannick Passeick': 1})","Counter({'FFF': 2, 'Die Grünen': 2, 'AFD': 1, 'DUH': 1, 'Bundestag.de': 1, 'Europäische Bürger': 1, 'ECI for Future': 1, 'KGS Schneverdingen': 1, 'ZIB': 1, 'Gymnasium Kempten': 1, 'CKS': 1, 'BSW Warburg': 1, 'Naturfreunde': 1})",,,Counter({'ausreichend': 1}),,negative,0.0,abstraction,"['die in einer Schachtel enthaltene Menge', 'ein kleines Päckchen oder Bündel']",[],negative,0.0,neutral,,,0.1,0.0,9,0,0.0550069322595241,0.0,['Bundesregierung'],[],das,"Klimapäckchen, das
Der Begriff ""Klimapäckchen"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 9 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.055 für die Vertreter. Die Verwendung wird in 10% der Fälle im Vertreter Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Angela Merkel, Jürgen Liebenstein. Im Kontext von ""Klimapäckchen"" erfolgt die Nennung folgender Organisation(en): FFF, Die Grünen (Vertreter Korpus).

Kollokationen: 'Bundesregierung' (Vertreter Korpus)"
klimapäpstin,päpstin,päpstin,f,"['klimapäpstinnen', 'klimapäpstin']",,,Counter({'Barbara Hendricks': 1}),"Counter({'EIKE': 1, 'WDR': 1})",,Counter(),positive,0.0,person,[],"['päpstin', 'papst']",positive,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimapäpstin, die
Der Begriff ""Klimapäpstin"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimapäpstin"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks. Im Kontext von ""Klimapäpstin"" erfolgt die Nennung folgender Organisation(en): EIKE, WDR (Skeptiker Korpus).

Siehe auch: Klimapapst"
klimaquatsch,quatsch,quatsch,m,"['klimaquatsche', 'klimaquatsches', 'klimaquatschs', 'klimaquatsch']",,,"Counter({'Barack Obama': 2, 'Hanna Thiele': 1})","Counter({'NATO': 4, 'CDU': 1, 'DPG': 1, 'EIKE': 1, 'AFD': 1})",,Counter(),negative,0.0,abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'gefasel', 'käse', 'unfug', 'unsinn']",negative,-0.06,negativ,,,0.0,0.0,0,12,0.0,0.177863003436945,[],"['Clinton', 'Bush', 'europäer', 'ami']",der,"Klimaquatsch, der
Der Begriff ""Klimaquatsch"" wird in unserem Korpus 12 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.178 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barack Obama und Hanna Thiele. Im Kontext von ""Klimaquatsch"" erfolgt die Nennung folgender Organisation(en): NATO, CDU (Skeptiker Korpus).

Kollokationen: 'ami', 'Bush' (Skeptiker Korpus)

Siehe auch: Klimakäse, Klimagefasel, Klimaunsinn, Klimaunfug, Klimablödsinn"
klimarealismus,realismus,realismus,m,"['klimarealismen', 'klimarealismus']",,,"Counter({'Sterling Burnett': 1, 'Naomi Seibt': 1, 'Annalena Baerbock': 1})","Counter({'Heartland Institute': 2, 'Antifa': 1, 'AFD': 1})",,Counter({'neu': 1}),negative,0.0,abstraction,"['der Zustand, tatsächlich oder real zu sein']","['realismus', 'realist']",negative,0.0,neutral,,,0.0,0.3333333333333333,0,3,0.0,0.0300764987421918,[],[],der,"Klimarealismus, der
Der Begriff ""Klimarealismus"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 33% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Sterling Burnett und Naomi Seibt. Im Kontext von ""Klimarealismus"" erfolgt die Nennung folgender Organisation(en): Heartland Institute, Antifa (Skeptiker Korpus).

Siehe auch: Klimarealist"
klimarealist,realist,realist,m,"['klimarealisten', 'klimarealist']",Counter({'Donald Trump': 1}),,"Counter({'Michael Limburg': 2, 'Horst-Joachim Lüdecke': 2, 'Donald Trump': 2, 'Barack Obama': 2, 'Manfred Haferburg': 1, 'Angela Merkel': 1, 'Hans Joachim Schellnhuber': 1, 'Harald Lesch': 1, 'Eckart von Hirschhausen': 1, 'Thomas Stocker': 1})","Counter({'EPA': 4, 'IPCC': 3, 'UN': 2, 'EIKE': 2, 'AWI': 1, 'Tagesspiegel': 1, 'Die Grünen': 1, 'FvD': 1, 'VVD': 1, 'PVV': 1, 'Der Spiegel': 1, 'ARD': 1, 'ZDF': 1, 'Royal Society': 1, 'Umweltminister': 1, 'Institut für Klimafolgenforschung': 1, 'PIK': 1, 'Deutscher Wetterdienst': 1})",Counter(),"Counter({'vieler': 1, 'niederländisch': 1, 'erster': 1, 'namhaft': 1, 'überhaupt': 1, 'international': 1, 'groß': 1})",positive,0.0,person,[],"['realist', 'realismus']",positive,0.0,neutral,nan,Selbstzuschreibung,0.0,0.0666666666666666,1,29,0.0,0.305244906397319,[],"['Argument', 'z.b.']",der,"Klimarealist, der
Der Begriff ""Klimarealist"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 29 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.305 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimarealist"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 6% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Limburg und Horst-Joachim Lüdecke und der Vertreter Korpus die Person(en) Donald Trump. Im Kontext von ""Klimarealist"" erfolgt die Nennung folgender Organisation(en): EPA, IPCC (Skeptiker Korpus).

Kollokationen: 'z.b.', 'Argument' (Skeptiker Korpus)

Siehe auch: Klimarealismus"
