original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimaleugnung,leugnung,"['leugnung', 'leugnungen']",leugnung,f,"['klimaleugnung', 'klimaleugnungen']",[],[],[],[],abstraction,[],[],[],leugnung,leugnung,leugnung,leugnung,[],[],[],[],"['leugnung', 'leugner']","['leugnung', 'leugner']","Counter({'Wolf Dieter Storl': 3, 'Marion Andert': 2, 'Ken Jebsen': 2})","Counter({'demokratischen Natur- und Umweltschutzes': 2, 'Fachstelle Radikalisierungsprävention': 2, 'Naturfreunde': 2, 'Naturfreundejugend Deutschlands': 2, 'FARN': 2, 'KlimaschutzOrganisationen': 1, 'EIKE': 1, 'AFD': 1, 'Europäische Institut für Klima und Energie': 1, 'Demokratische Natur- und Umweltschützer': 1})","Counter({'Michael Mann': 1, 'Eric Worrall': 1})","Counter({'EIKE': 2, 'AFD': 2})",['verschwörungslogisch'],['kämpferisch'],0.0,0.4,,,11,5,0.0711669168518864,0.0629179442299147,"['Anastasiabewegung', 'Hintergrund', 'Sache', 'Klimaskepsis', 'Postwachstum']",[],negative
klimalobby,lobby,"['lobbys', 'lobby']",lobby,f,"['klimalobbys', 'klimalobby']","['Vestibül', 'Lobby', 'Vorraum', 'Interessengruppe', 'Vorhalle', 'Interessenvertretung', 'Interessensvertretung', 'Lounge', 'Spezis', 'Empfangshalle', 'Union', 'Eingangshalle', 'Interessengemeinschaft', 'Interessenorganisation', 'Interessensgruppe', 'Interessenverband', 'Verband', 'Pressure-Group', 'Wandelhalle', 'Verbindung', 'Foyer']","['Händelstadt', 'Gesellschaft', 'Gruppe', 'Körperschaft', 'Halle']","['Gruppe', 'Gesellschaft', 'Körperschaft', 'Halle', 'Händelstadt']","['political entity', 'political unit', 'unit', 'social unit', 'organization', 'organisation', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity', 'interest', 'interest group', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['Gruppe von Personen, die versuchen, aktiv Einfluss auf die Gesetzgebung zu nehmen', 'ein großer Eingangs- oder Empfangsraum oder -bereich']",[],[],lobby,lobbi,lobby,lobby,[],[],[],[],[],[],,,"Counter({'Stefan Rahmstorf': 1, 'Mojib Latif': 1, 'Naomi Oreskes': 1, 'Benny Peiser': 1})","Counter({'IPCC': 2, 'UN': 1, 'EIKE': 1, 'Die Grünen': 1, 'Universität Liverpool': 1, 'PIK': 1, 'Uni Mainz': 1, 'Sparinvest': 1, 'Generali Group': 1, 'Stiftung Abendrot': 1, 'Allianz': 1, 'Erste Asset Management GmbH': 1, 'Caritas': 1})",,[],,0.0,,External,0,13,,0.171605392986456,[],[],neutral
klimalösegeld,lösegeld,"['lösegeldern', 'lösegelde', 'lösegeld', 'lösegelder', 'lösegeldes', 'lösegelds']",lösegeld,n,"['klimalösegeldern', 'klimalösegelde', 'klimalösegeld', 'klimalösegelder', 'klimalösegeldes', 'klimalösegelds']",[],[],[],[],abstraction,[],[],[],losegeld,lösegeld,lösegeld,losegeld,[],[],[],[],[],[],,,Counter({'Susanne Luther': 1}),,,[],,1.0,,,0,2,,0.0156966951518003,[],[],negative
klimalüge,lüge,"['lüge', 'lügen']",lüge,f,"['klimalüge', 'klimalügen']","['Unwahrheit', 'Lüge', 'Schutzbehauptung', 'Falschaussage']",[],[],"['statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine falsche Aussage'],[],['erzählung'],lug,lüge,lüge,lug,"['lüge', 'lügner']",[],[],[],"['lüge', 'leugner']","['erzählung', 'lüge', 'lügner', 'lüge', 'leugner']","Counter({'Hartmut Bachmann': 1, 'Donald Trump': 1})","Counter({'IPCC': 1, 'EU': 1})","Counter({'Christian Möser': 2, 'Hartmut Bachmann': 2, 'Hans Joachim Schellnhuber': 1, 'Donald Trump': 1, 'Michael Limburg': 1, 'Günter Leudinger': 1, 'Harald Lesch': 1, 'Stefan Rahmstorf': 1, 'Angela Merkel': 1, 'Susanne Götze': 1, 'Naomi Seibt': 1, 'Greta Thunberg': 1, 'Annika Joeres': 1, 'Helmut Böttiger': 1})","Counter({'FFF': 2, 'EIKE': 2, 'Bundestag': 2, 'NOAA': 1, 'DIE WELT': 1, 'DER SPIEGEL': 1, 'Spiegel': 1, 'SPIEGEL': 1, 'CDU': 1, 'SPD': 1, 'AFD': 1, 'CSU': 1, 'NASA': 1, 'FDP': 1, 'Linke': 1, 'NSDAP': 1})",[],"['nützlich', 'präsentiert', 'wieder', 'wirklich', 'deutsch', 'simpel']",0.3333333333333333,0.05,,,3,17,0.0159028307170063,0.191106863093479,[],"['Welt', 'aufzuschwätzen']",negative
klimalügner,lügner,"['lügners', 'lügnern', 'lügner']",lügner,m,"['klimalügners', 'klimalügnern', 'klimalügner']","['Lügner', 'Schwindler', 'Flunkerer', 'Lügenmaul', 'Lügenbold']","['Schnute', 'Gosche', 'Gusche', 'Fresse', 'Klappe', 'Pappen', 'Schnauze', 'Mund', 'Gosch', 'Maul', 'Omme']","['Fresse', 'Omme', 'Schnute', 'Mund', 'Gosch', 'Maul', 'Schnauze', 'Klappe', 'Pappen', 'Gosche', 'Gusche']","['prevaricator', 'liar', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'prevaricator', 'liar', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der Lügen erzählt']",[],[],lug,lügner,lügner,lugn,"['lüge', 'lügner']",[],[],[],"['lügner', 'leugner']","['lüge', 'lügner', 'lügner', 'leugner']",,,Counter({'Stefan Rahmstorf': 1}),,,['vieler'],,0.0,,External,0,5,,0.0464972214860532,[],[],negative
klimamacher,macher,"['machern', 'macher', 'machers']",macher,m,"['klimamachern', 'klimamacher', 'klimamachers']","['Hauptmatador', 'Verantwortlicher', 'Initiant', 'Urheber', 'Aktivling', 'Nimmermüde', 'Verursacher', 'Auslöser', 'Initiator', '...gestalter', '...macher', 'Macher', 'Gestalter', 'Machertyp', 'Tatmensch', 'Mann der Tat', 'immer am Ball']","['Großkopferter', '(Teil der) Nomenklatura', 'maßgeblicher Entscheider', 'hochgestellte Persönlichkeit', 'Führungspersönlichkeit']","['jemand', 'irgendjemand', 'jeder beliebige']","['physical entity', 'entity']",,"['jede Einheit, die eine Wirkung hervorruft oder für Ereignisse oder Ergebnisse verantwortlich ist', 'eine Person, die handelt und Dinge erledigt']",[],"['aktivist', 'demagoge', 'milliardär']",mach,macher,mach,mach,[],[],[],[],[],"['aktivist', 'demagoge', 'milliardär']","Counter({'Rainer Klingholz': 1, 'Claudia Kemfert': 1, 'Hartmut Graßl': 1})","Counter({'Weltorganisation für Meteorologie': 1, 'Universität Oldenburg': 1})",,,[],,0.0,,,,1,0,0.0,,[],[],neutral
klimamafia,mafia,"['mafias', 'mafia']",mafia,f,"['klimamafias', 'klimamafia']","['Verbrecherbande', ""'Ndrangheta"", 'Syndikat', 'Verbrecherorganisation', 'Mafia', 'Gang', 'Gaunerbande', 'Cosa Nostra', 'kriminelle Organisation', 'Camorra', 'kriminelle Vereinigung', 'Bande', 'ehrenwerte Gesellschaft']","['Freundeskreis', 'Combo', 'organisierte Kriminalität', 'Clique', 'organisiertes Verbrechen', 'Blase', 'Bande']","['organisiertes Verbrechen', 'organisierte Kriminalität', 'Gruppe', 'Kollektiv', 'Team']","['family', 'crime syndicate', 'mob', 'syndicate', 'gangland', 'gangdom', 'organized crime', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['ein Verbrechersyndikat in den Vereinigten Staaten; in Familien organisiert; es wird angenommen, dass es wichtige Beziehungen zur sizilianischen Mafia hat', 'Kriminelle Gruppe.']",[],[],mafia,mafia,maf,mafia,[],[],[],[],[],[],,,"Counter({'Angela Merkel': 2, 'Naomi Oreskes': 2, 'Bill McKibben': 2, 'Greta Thunberg': 1, 'Christian Möser': 1, 'Harald Lesch': 1})","Counter({'Exxon': 2, 'UN': 1, 'EIKE': 1, 'NASA': 1})",,"['Zürcher', 'gebürstet']",,0.0833333333333333,,External,0,13,,0.16219303428966,[],[],negative
klimamahnwache,mahnwache,"['mahnwachen', 'mahnwache']",mahnwache,f,"['klimamahnwachen', 'klimamahnwache']",[],[],[],[],abstraction,[],[],[],mahnwach,mahnwach,mahnwach,mahnwach,[],[],[],[],[],[],"Counter({'Lilly Herkling': 2, 'Karl Bever': 2})","Counter({'Holzmarkt Kaarst': 2, 'Franziskusplatz Fritzlar': 2, 'Daimler': 2, 'Uni Hildesheim': 2, 'Dorsten Mercaden': 2, 'OnlineDemo': 2, 'Rees Plakataktion': 2, 'Denkmalplatz Mahnwache Leipzig': 2, 'SBahn': 2})",,,[],,0.0,,,,4,0,0.0230691843035464,,"['Brunnen', 'Rathaus', 'Infopoint']",[],neutral
klimamanipulation,manipulation,"['manipulationen', 'manipulation']",manipulation,f,"['klimamanipulationen', 'klimamanipulation']","['Abzocke', 'Fraud', 'Betrug', 'Gehirnwäsche', 'Nepp', 'Manipulierung', 'Gaukelei', 'Verarschung', 'Vernebelung der Gehirne', 'Hetze', 'Verfälschung', 'Schwindel', 'Schmu', 'Agitation', 'Sabotage', 'Programmierung', 'Finte', 'Volksverdummung', 'Gaunerei', 'krumme Tour', 'Suggestion', 'Zugriff', 'Irreführung', 'Bauernfängerei', 'Propaganda', 'Verschleierung', 'Täuschung', 'Schummelei', 'Verbrämung', 'Beeinflussung', 'Konditionierung', 'Manipulation', 'Veräppelung', 'Trickserei', 'List', 'Operation', 'Bluff', 'Vorspiegelung falscher Tatsachen', 'Einflüstern', 'Sabotierung', 'Verarsche', 'Rosstäuscherei', 'Verarscherei', 'Nahelegung', 'Beschmu']","['Höllenpein', 'Rückwirkung', 'fauler Zauber', 'Misshandlung', 'Quälerei', 'Konsequenz', 'Fazit', 'Gaukelspiel', 'Blendwerk', 'Marter', 'blauer Dunst', 'Einfluss', 'Folterung', 'Ergebnis', 'Resultat', 'Reaktion', 'Folter', 'Wirkung', 'Endergebnis', 'Höllenqual', 'Effekt', 'Folgeerscheinung', 'Hervorbringung', 'Nachwirkung', 'Pein', 'Herbeiführung', 'Beeinflussung', 'Auswirkung', 'Befund', 'Tortur', 'Feststellung', 'Folge', 'Quintessenz', 'Drangsal', 'Ausgang', 'Ausfluss', 'Peinigung']","['Tortur', 'Quälerei', 'Pein', 'Misshandlung', 'Folterung', 'Peinigung', 'Marter', 'Drangsal', 'Höllenpein', 'Folter', 'Höllenqual', 'Ergebnis', 'Ausgang', 'Wirkung', 'Auswirkung', 'Effekt', 'Folgeerscheinung', 'Konsequenz', 'Ausfluss', 'Folge', 'Nachwirkung', 'Einfluss', 'Reaktion', 'Rückwirkung', 'Hervorbringung', 'Beeinflussung', 'Endergebnis', 'Fazit', 'Resultat', 'Quintessenz', 'Feststellung', 'Befund', 'Herbeiführung', 'blauer Dunst', 'Gaukelspiel', 'Blendwerk', 'fauler Zauber']","['falsification', 'misrepresentation', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['der Akt der Täuschung', 'die heimliche oder unsachgemäße Veränderung von etwas', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'geschickte oder hinterhältige Einflussnahme, insbesondere zum eigenen Vorteil', 'eine irreführende Unwahrheit', 'der Akt der Herbeiführung von Hypnose', '(Informatik) Datenverarbeitung, bei der das Ergebnis durch eine Regel vollständig spezifiziert ist (insbesondere die Verarbeitung, die sich aus einer einzigen Anweisung ergibt)', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],[],manipulatio,manipul,manip,manipulation,[],[],[],[],[],[],,,Counter({'Kevin Trenberth': 1}),,,[],,0.0,,,0,1,,0.0,[],[],negative
klimamantra,mantra,"['mantra', 'mantras', 'mantren']",mantra,n,"['klimamantra', 'klimamantras', 'klimamantren']","['Losung', 'Maxime', 'Leitsatz', 'monotone Rezitation', 'Parole', 'Passphrase', 'Devise', 'Sinnspruch', 'Slogan', 'Japa', 'Motto', 'Spruchformel', 'Mantra', 'Heilsversprechen', 'Wahlspruch', 'Leitspruch', 'Wortfolge']","['Werbespruch', 'Werbeslogan']","['Werbespruch', 'Werbeslogan', 'Werbespruch', 'Werbeslogan']","['expression', 'saying', 'locution', 'spoken language', 'spoken communication', 'speech', 'oral communication', 'speech communication', 'voice communication', 'language', 'auditory communication', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Lieblingsspruch einer Gruppe, Organisation oder Einzelperson', 'die Reihenfolge der Wörter in einem Text', '(Sanskrit) wörtlich eine ""heilige Äußerung"" im Vedismus; eine Sammlung von mündlich überlieferten poetischen Hymnen', 'ein häufig wiederholtes Wort oder eine häufig wiederholte Phrase']",[],[],mantra,mantra,mantr,mantra,[],[],[],[],[],[],,,,Counter({'Spiegel': 2}),,[],,0.0,,,0,2,,0.0191856694893927,[],"['laufen', 'schon']",neutral
klimamilliardär,milliardär,"['milliardär', 'milliardären', 'milliardäre', 'milliardärs']",milliardär,m,"['klimamilliardär', 'klimamilliardären', 'klimamilliardäre', 'klimamilliardärs']","['reicher Mann', 'Geldaristokrat', 'Finanzgröße', 'Milliardär', 'Schwerreicher', 'Finanzkapitalist', 'Geldsack', 'Superreicher', 'Rockefeller', 'Finanzmagnat', 'Millionär', 'Reicher', 'Nabob', 'Pfeffersack', 'Krösus']","['Blaublüter', 'Aristo', 'Fauth', 'Vogt', 'Adelsherrscher', 'Aristokrat', 'Voigt']","['jemand', 'irgendjemand', 'jeder beliebige', 'Herrscher', 'Monarch', 'Regent', 'Souverän', 'Gebieter', 'Machthaber', 'Herr', 'Potentat', 'Vogt', 'Voigt', 'Fauth']","['drawstring bag', 'bag', 'container', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,['ein Beutel mit Kordel zum Aufbewahren von Geld'],[],['macher'],milliardar,milliardär,milliardär,milliardar,[],[],[],[],[],['macher'],,,"Counter({'Harald Lesch': 1, 'Anders Levermann': 1, 'Ottmar Edenhofer': 1})","Counter({'Neue Zürcher Zeitung': 1, 'PIK': 1})",,"['erster', 'erster']",,0.0,,External,0,2,,0.0156966951518003,[],['erster'],negative
klimamisere,misere,"['miseren', 'misere']",misere,f,"['klimamiseren', 'klimamisere']","['Zwangslage', 'Missstand', 'Zwickmühle', 'dummer Zufall', 'Dilemma', 'Wahl zwischen Pest und Cholera', 'missliche Lage', 'katastrophale Situation', 'verzwickte Situation', 'Schlamassel', 'Krise', 'Malaise', 'Ungemach', 'schlimmer Zustand', 'Problemsituation', 'Kalamität', 'zwischen Szylla und Charybdis', 'kritische Situation', 'Unbill', 'Misere', 'Verhängnis', 'schwierige Situation', 'Unglück', 'Krisis', 'Pech', 'Tragik']",[],[],"['difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine Situation, aus der es schwierig ist, sich zu befreien, insbesondere eine unangenehme oder schwierige Situation', 'unnötige und unvorhergesehene Schwierigkeiten infolge eines unglücklichen Ereignisses', 'das völlige Missmanagement oder die falsche Handhabung einer Situation', None]",[],[],miser,miser,mis,mis,[],[],[],[],[],[],,,,,,[],,1.0,,,0,1,,0.0,[],[],neutral
klimamonster,monster,"['monster', 'monstern', 'monsters']",monster,n,"['klimamonster', 'klimamonstern', 'klimamonsters']","['Untier', 'Biest', 'Scheusal', 'Monster', 'Bluthund', 'Ungetüm', 'Satan', 'Bestie', 'Ungeheuer', 'Kreatur', 'Bestie in Menschengestalt', 'Teufel', 'Monstrum', 'Missgeburt', 'Unmensch', 'Chimäre', 'Schimäre']","['Wes', 'Wesen', 'Wessen', 'Organismus']","['Wesen', 'Organismus', 'Wessen', 'Wes']","['assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine grausam raubgierige Person', 'eine Person, die eine Verpackung öffnet oder auswickelt', 'eine grausame, bösartige und unmenschliche Person']",['teufel'],['teufel'],mon,monster,monst,monst,[],[],[],[],[],['teufel'],,,,Counter({'UN': 1}),,['unmöglich'],,0.0,,External,0,1,,0.0,[],[],negative
klimamutti,mutti,"['muttis', 'mutti']",mutti,f,"['klimamuttis', 'klimamutti']","['Evastochter', 'Mutter', 'Weib', 'Frau', 'Frauensperson', 'Weibsstück', 'weibliche Person', 'Sie', 'Madame Non', 'Dame', 'Braut', 'Gebärerin', 'Frauenzimmer', 'Grazie', 'Mam', 'Kohls Mädchen', 'Angie', 'Weibsen', 'Weibsperson', 'Perle', 'deine arme alte Mutter', 'Ma', 'Mama', 'Alte', 'weibliches Wesen', 'Vertreterin des schönen Geschlechts', 'Mädchen', 'Tante', 'Lebensspenderin', 'Angela Merkel', 'Muddern', 'Schnalle', 'Mutti', 'Person weiblichen Geschlechts', 'alte Dame', 'Lady', 'weiblicher Mensch', 'Weibsbild', 'Mami', 'Eva']","['Mensch', 'Schraubenmutter', 'Mutter', 'Typ', 'Erziehungsberechtigte', 'Persönlichkeit', 'Person', 'Eltern', 'Charakter', 'Subjekt', 'die Alten', 'Individuum', 'Einzelwesen']","['die Alten', 'Eltern', 'Erziehungsberechtigte', 'Typ', 'Person', 'Mensch', 'Charakter', 'Subjekt', 'Persönlichkeit', 'Individuum', 'Einzelwesen', 'Erscheinung', 'Phantom', 'Artefakt', 'Hirngespinst', 'Einbildung', 'Phantasmagorie', 'Sinnestäuschung', 'Schimäre', 'Trugbild', 'Chimäre']","['parent', 'genitor', 'progenitor', 'primogenitor', 'antecedent', 'ascendant', 'root', 'ascendent', 'ancestor', 'relation', 'relative', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'parent', 'genitor', 'progenitor', 'primogenitor', 'antecedent', 'ascendant', 'root', 'ascendent', 'ancestor', 'relation', 'relative', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Frau, die ein Kind geboren hat', 'Eine weibliche Person.', 'eine junge Frau']",[],[],mutti,mutti,mutt,mutti,[],[],[],[],[],[],,,,Counter({'Die Grünen': 1}),,[],,0.0,,External,0,1,,0.0,[],[],negative
klimamärchenonkel,märchenonkel,"['märchenonkeln', 'märchenonkels', 'märchenonkel']",märchenonkel,m,"['klimamärchenonkeln', 'klimamärchenonkels', 'klimamärchenonkel']","['Märchenonkel', 'Märchenerzähler']","['Vatersbruder', 'Onkel mütterlicherseits', 'Oheim', 'Muttersbruder', 'Onkel', 'Ohm', 'Mutterbruder', 'narrative Instanz', 'Erzähler', 'Onkel väterlicherseits']","['Erzähler', 'narrative Instanz', 'Oheim', 'Onkel väterlicherseits', 'Muttersbruder', 'Onkel', 'Onkel mütterlicherseits', 'Mutterbruder', 'Ohm', 'Vatersbruder']",[],person,[None],[],[],marchenonkel,märchenonkel,märchenonkel,marchenonkel,[],[],[],[],[],[],,,,"Counter({'IPCC': 1, 'ARD': 1})",,[],,0.0,,External,0,2,,0.0156966951518003,[],[],neutral
klimanationalismus,nationalismus,"['nationalismen', 'nationalismus']",nationalismus,m,"['klimanationalismen', 'klimanationalismus']","['völkische Gesinnung', 'Nationalbewusstsein', 'Nationalismus', 'Vaterlandsliebe', 'Nationalgefühl', 'Nationalstolz', 'Jingoismus', 'Patriotismus', 'Staatsgesinnung', 'Volkstümelei']",[],[],"['aspiration', 'ambition', 'dream', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['das Streben nach nationaler Unabhängigkeit, das von Menschen unter fremder Herrschaft empfunden wird']",[],[],nationalismu,nationalismu,nationalism,nationalismus,[],[],[],[],[],[],"Counter({'Yannick Passeick': 3, 'Lukas Nicolaisen': 2, 'Klara Kauhausen': 1, 'Max Goldenbaum': 1, 'Alex Lubin': 1, 'Françoise Vergès': 1, 'Nene Opoku': 1, 'Gaye Theresa Johnson': 1, 'Natascha Strobl': 1, 'Tobias Haas': 1, 'Jonas Voß': 1, 'Jonas Duhme': 1, 'Anna Rosga': 1})","Counter({'FARN': 3, 'Naturfreunde': 2, 'AntiAKWBewegung': 2, 'Open Knowledge Foundation e.V': 1, 'GoetheUniversität Frankfurt am Main': 1, 'Wissenschaftszentrum Berlin': 1, 'FFU': 1, 'Forschungszentrum für Umweltpolitik': 1, 'FU Berlin': 1, 'www.fr.de': 1, 'Tagesspiegel': 1, 'Frankfurter Rundschau': 1, 'Naturfreundejugend Deutschlands': 1, 'Fachstelle Radikalisierungsprävention': 1, 'Global Change Newsletter': 1, 'WDR': 1, 'ÖkoMagazin': 1, 'Juventa': 1, 'WestfalenBlatt': 1, 'www.adelphi.de': 1, 'Institut für transformative Nachhaltigkeitsforschung': 1, 'IASS': 1, 'NPD': 1, 'Eigenverlag': 1})","Counter({'Olaf Scholz': 1, 'Angela Merkel': 1})","Counter({'IEA': 1, 'TE': 1, 'Bundestag': 1, 'EU': 1})",[],['deutsch'],0.0,0.0,,,12,1,0.0722037977148938,0.0,['Klimawandelleugnung'],[],neutral
klimanonsens,nonsens,"['nonsens', 'nonsenses']",nonsens,m,"['klimanonsens', 'klimanonsenses']","['Jux', 'Döneken', 'Eselei', 'Spaß', 'Schote', 'Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Posse', 'Krampf', 'Käse', 'Schmu', 'Schabernack', 'Blech', 'Quatsch mit Soße', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Hanswurstiade', 'Scheiße', 'Unfug', 'Pipifax', 'Schnurre', 'Schnack', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Ulk', 'Nonsense', 'lustiger Streich', 'Eulenspiegelei', 'Kappes', 'Spass', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'Unsinn', 'Jokus', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Drolerie', 'Schildbürgerstreich', 'Tinnef', 'Bockmist', 'Fez', 'Humbug', 'dummes Zeug', 'saudummes Zeug', 'Flachs', 'Mist', 'Pillepalle', 'Clownerie', 'Scheiß', 'Papperlapapp', 'Schnurrpfeiferei', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['play', 'fun', 'sport', 'humour', 'humor', 'wittiness', 'wit', 'witticism', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine komische Begebenheit oder eine Reihe von Begebenheiten', 'unsinniges Gerede oder Schreiben']",[],[],non,nonsen,nons,nons,[],[],[],[],[],[],,,,"Counter({'SPD': 1, 'Linke': 1, 'AFD': 1})",,[],,0.0,,,0,1,,0.0,[],[],negative
